# time  DeltaF
2500 2.76169
5000 22.4792
7500 7.22516
10000 -3.20658
12500 5.25478
15000 11.884
17500 16.8279
20000 20.6732
22500 16.506
25000 10.0338
27500 5.13392
30000 1.49559
32500 -1.52624
35000 -0.291032
37500 3.01512
40000 5.63437
42500 8.0682
45000 10.1479
47500 12.0634
50000 13.7617
52500 15.38
55000 16.8777
57500 18.1355
60000 19.33
62500 20.5123
65000 21.5368
67500 20.7691
70000 17.8349
72500 15.2972
75000 12.988
77500 11.0653
80000 9.35064
82500 7.74867
85000 6.313
87500 4.93117
90000 3.69096
92500 2.56225
95000 1.38698
97500 0.348771
100000 -0.581313
102500 -1.46903
105000 -0.665108
107500 0.512522
110000 1.65067
112500 2.67832
115000 3.67938
117500 4.64138
120000 5.53021
122500 6.34728
125000 7.15025
127500 7.92975
130000 8.65101
132500 9.38133
135000 10.0385
137500 10.6767
140000 11.3013
142500 11.9242
145000 12.525
147500 13.1071
150000 13.6735
152500 14.2062
155000 14.7435
157500 15.2356
160000 15.7441
162500 16.2481
165000 16.6958
167500 17.1601
170000 17.6202
172500 18.0653
175000 18.504
177500 18.9193
180000 19.3364
182500 19.7357
185000 20.098
187500 19.9629
190000 18.8724
192500 17.8374
195000 16.845
197500 15.9227
200000 15.0702
202500 14.2575
205000 13.4639
207500 12.6867
210000 11.97
212500 11.2514
215000 10.5842
217500 9.91961
220000 9.2994
222500 8.70375
225000 8.15342
227500 7.60466
230000 7.06777
232500 6.532
235000 6.00358
237500 5.48594
240000 4.97466
242500 4.51205
245000 4.04465
247500 3.60711
250000 3.15451
252500 2.73283
255000 2.3255
257500 1.9395
260000 1.55621
262500 1.18865
265000 0.806912
267500 0.431689
270000 0.107426
272500 -0.24508
275000 -0.596932
277500 -0.561964
280000 -0.109445
282500 0.33022
285000 0.792411
287500 1.2456
290000 1.65575
292500 2.04212
295000 2.4385
297500 2.82833
300000 3.20127
302500 3.59089
305000 3.95678
307500 4.31309
310000 4.65199
312500 4.99728
315000 5.32413
317500 5.64802
320000 5.96058
322500 6.25388
325000 6.56632
327500 6.88444
330000 7.18419
332500 7.46469
335000 7.76098
337500 8.04674
340000 8.33335
342500 8.60148
345000 8.86328
347500 9.12398
350000 9.40388
352500 9.67053
355000 9.92347
357500 10.1762
360000 10.433
362500 10.6709
365000 10.9162
367500 11.1525
370000 11.3942
372500 11.625
375000 11.8476
377500 12.0621
380000 12.2902
382500 12.5144
385000 12.7415
387500 12.9617
390000 13.1674
392500 13.3718
395000 13.5963
397500 13.7955
400000 14.0062
402500 14.2093
405000 14.4192
407500 14.6302
410000 14.8248
412500 15.0284
415000 15.2227
417500 15.4097
420000 15.6147
422500 15.7985
425000 15.9989
427500 16.1833
430000 16.3674
432500 16.5461
435000 16.721
437500 16.372
440000 15.9461
442500 15.5549
445000 15.1472
447500 14.7653
450000 14.382
452500 14.0117
455000 13.6375
457500 13.2854
460000 12.9387
462500 12.6017
465000 12.2754
467500 11.96
470000 11.6335
472500 11.3183
475000 11.0145
477500 10.7162
480000 10.4303
482500 10.1498
485000 9.86003
487500 9.56165
490000 9.26864
492500 9.00821
495000 8.73678
497500 8.47669
500000 8.21791
502500 7.96897
505000 7.7224
507500 7.46872
510000 7.21281
512500 6.98176
515000 6.74655
517500 6.51402
520000 6.29349
522500 6.07759
525000 5.84824
527500 5.62925
530000 5.41041
532500 5.20643
535000 4.9801
537500 4.7644
540000 4.5437
542500 4.33179
545000 4.13521
547500 3.93375
550000 3.72744
552500 3.52215
555000 3.31798
557500 3.14952
560000 2.96049
562500 2.77689
565000 2.58499
567500 2.41671
570000 2.6229
572500 2.82841
575000 3.03856
577500 3.23092
580000 3.43298
582500 3.63227
585000 3.82512
587500 4.02098
590000 4.21292
