# time  DeltaF
2500 17.8298
5000 8.15929
7500 5.41724
10000 13.286
12500 17.2015
15000 19.8084
17500 18.26
20000 11.05
22500 6.76362
25000 3.30857
27500 0.688292
30000 -1.49835
32500 -1.84825
35000 1.05465
37500 3.4514
40000 5.30952
42500 7.01863
45000 8.50665
47500 9.70715
50000 11.0176
52500 11.9231
55000 12.923
57500 13.9343
60000 14.7599
62500 15.4339
65000 16.182
67500 16.4462
70000 14.0799
72500 12.3888
75000 10.6802
77500 9.39726
80000 8.14386
82500 7.06748
85000 6.00151
87500 5.12591
90000 4.18947
92500 3.36983
95000 2.58418
97500 1.85658
100000 1.13306
102500 0.517272
105000 -0.0860998
107500 -0.65622
110000 0.236785
112500 1.17313
115000 1.98955
117500 2.76312
120000 3.43487
122500 4.07244
125000 4.7053
127500 5.28993
130000 5.84466
132500 6.35776
135000 6.88658
137500 7.39115
140000 7.86004
142500 8.32469
145000 8.79016
147500 9.20909
150000 9.5428
152500 9.99852
155000 10.2895
157500 10.7068
160000 11.0926
162500 11.5354
165000 11.7783
167500 12.1927
170000 12.4151
172500 12.7602
175000 13.0939
177500 13.396
180000 13.6771
182500 13.9347
185000 14.3072
187500 14.5723
190000 14.5984
192500 14.8997
195000 15.149
197500 15.6176
200000 15.8692
202500 16.0717
205000 16.0363
207500 16.2496
210000 16.4714
212500 16.6783
215000 16.9335
217500 16.133
220000 15.3122
222500 14.6216
225000 13.9999
227500 13.4451
230000 12.9071
232500 12.3786
235000 11.8879
237500 11.4128
240000 10.9569
242500 10.5053
245000 10.0633
247500 9.71184
250000 9.29089
252500 8.88118
255000 8.53495
257500 8.06815
260000 7.69492
262500 7.35406
265000 7.00728
267500 6.71576
270000 6.38058
272500 6.10166
275000 5.76986
277500 5.45475
280000 5.14666
282500 4.85884
285000 4.58
287500 4.27266
290000 4.01131
292500 3.72977
295000 3.48226
297500 3.2672
300000 3.00731
302500 2.73208
305000 2.51092
307500 2.27384
310000 2.03539
312500 1.80076
315000 1.631
317500 1.98244
320000 2.31481
322500 2.6184
325000 2.88289
327500 3.15684
330000 3.39546
332500 3.64844
335000 3.87434
337500 4.1129
340000 4.37244
342500 4.60567
345000 4.80728
347500 4.97202
350000 5.1781
352500 5.38519
355000 5.56509
357500 5.78228
360000 5.97523
362500 6.15652
365000 6.30836
367500 6.49413
370000 6.65848
372500 6.84085
375000 7.01427
377500 7.19832
380000 7.35651
382500 7.53873
