# time  DeltaF
2500 6.72688
5000 9.65453
7500 9.54547
10000 7.74203
12500 7.43637
15000 7.4427
17500 7.47004
20000 7.57123
22500 7.71129
25000 7.8706
27500 8.07586
30000 8.25864
32500 8.48137
35000 8.72555
37500 8.74367
40000 8.74353
42500 8.74269
45000 8.73714
47500 8.71913
50000 8.67332
52500 8.59851
55000 8.50349
57500 8.2845
60000 8.08803
62500 7.78638
65000 7.50696
67500 7.30728
70000 7.30735
72500 7.3075
75000 7.30779
77500 7.3085
80000 7.30975
82500 7.31193
85000 7.31466
87500 7.31886
90000 7.32472
92500 7.33228
95000 7.34335
97500 7.35918
100000 7.37468
102500 7.40008
105000 7.43189
107500 7.46844
110000 7.50846
112500 7.54443
115000 7.60175
117500 7.65346
120000 7.69391
122500 7.76478
125000 7.8081
127500 7.86046
130000 7.90868
132500 7.90853
135000 7.90831
137500 7.90792
140000 7.90726
142500 7.90624
145000 7.90463
147500 7.90152
150000 7.89746
152500 7.89035
155000 7.88034
157500 7.86857
160000 7.85471
162500 7.8316
165000 7.80328
167500 7.77033
170000 7.72924
172500 7.6823
175000 7.63186
177500 7.57466
180000 7.50654
182500 7.43188
185000 7.35613
187500 7.27313
190000 7.18307
192500 7.09794
195000 7.00957
197500 6.91862
200000 6.8292
202500 6.82468
205000 6.82478
207500 6.82491
210000 6.82507
212500 6.82528
215000 6.82549
217500 6.8258
220000 6.82612
222500 6.82652
225000 6.82695
227500 6.82749
230000 6.82798
232500 6.82856
235000 6.82948
237500 6.83033
240000 6.83126
242500 6.83243
245000 6.83424
247500 6.83608
250000 6.83837
252500 6.84083
255000 6.84351
257500 6.84618
260000 6.84906
262500 6.85241
265000 6.85575
267500 6.85985
270000 6.86424
272500 6.86907
275000 6.87392
277500 6.87891
280000 6.88378
282500 6.88875
285000 6.89472
287500 6.90066
290000 6.90777
292500 6.91583
295000 6.92751
297500 6.9393
300000 6.95135
302500 6.96436
305000 6.97447
307500 6.98361
310000 6.99418
312500 7.00462
315000 7.01506
317500 7.02604
320000 7.03705
322500 7.04899
325000 7.05894
327500 7.07116
330000 7.08383
332500 7.09559
335000 7.11614
337500 7.13502
340000 7.15558
342500 7.17023
345000 7.18477
347500 7.20417
350000 7.22042
352500 7.23313
355000 7.24816
357500 7.26399
360000 7.27926
362500 7.29323
365000 7.30448
367500 7.31793
370000 7.33059
372500 7.34409
375000 7.35636
377500 7.37245
380000 7.38887
382500 7.40416
385000 7.4195
387500 7.43354
390000 7.44712
392500 7.46048
395000 7.47472
397500 7.48895
400000 7.50189
402500 7.51837
405000 7.54166
407500 7.56232
410000 7.56232
412500 7.56231
415000 7.5623
417500 7.56228
420000 7.56227
422500 7.56224
425000 7.5622
427500 7.56216
430000 7.5621
432500 7.56203
435000 7.56195
437500 7.56184
440000 7.56171
442500 7.56158
445000 7.56139
447500 7.56119
450000 7.56094
452500 7.56065
455000 7.56029
457500 7.55993
460000 7.55948
462500 7.55898
465000 7.55832
467500 7.55761
470000 7.5569
472500 7.55599
475000 7.55504
477500 7.55374
480000 7.55198
482500 7.54983
485000 7.54758
487500 7.54571
490000 7.54384
492500 7.54094
495000 7.53735
497500 7.5348
500000 7.53181
502500 7.52865
505000 7.52467
507500 7.51939
510000 7.5136
512500 7.50825
515000 7.50326
517500 7.49849
520000 7.49126
522500 7.48227
525000 7.47442
527500 7.46563
530000 7.45611
532500 7.44502
535000 7.43613
537500 7.42581
540000 7.41399
542500 7.40447
545000 7.39291
547500 7.37836
550000 7.36269
552500 7.34634
555000 7.3296
557500 7.31199
560000 7.29532
562500 7.27596
565000 7.25969
567500 7.24433
570000 7.22318
572500 7.20506
575000 7.18353
577500 7.16465
580000 7.14212
582500 7.11779
585000 7.0939
587500 7.0689
590000 7.06422
592500 7.06441
595000 7.06461
597500 7.06483
600000 7.06507
602500 7.06532
605000 7.06559
607500 7.06587
610000 7.06616
612500 7.06647
615000 7.0668
617500 7.06714
620000 7.06752
622500 7.06795
625000 7.06837
627500 7.06883
630000 7.06936
632500 7.06985
635000 7.07037
637500 7.07096
640000 7.07154
642500 7.07217
645000 7.07284
647500 7.07352
650000 7.07424
652500 7.07503
655000 7.07584
657500 7.07638
660000 7.07702
662500 7.07766
665000 7.07834
667500 7.07902
670000 7.0797
672500 7.08052
675000 7.08138
677500 7.08219
680000 7.08301
682500 7.08394
685000 7.08475
687500 7.08556
690000 7.0864
692500 7.08733
695000 7.08829
697500 7.08923
700000 7.09024
702500 7.09123
705000 7.09227
707500 7.09334
710000 7.09453
712500 7.09578
715000 7.09705
717500 7.09828
720000 7.09964
722500 7.10098
